ranking,player_image,name,position,age,nation_image,nation,team_image,team,value
111,https://img.a.transfermarkt.technology/portrait/small/281963-1569907038.jpg?lm=1,Lucas Hernández,Left-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,Bayern Munich,€45.00m
112,https://img.a.transfermarkt.technology/portrait/small/230784-1447152950.jpg?lm=1,Thomas Partey,Defensive Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569,Ghana,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€45.00m
113,https://img.a.transfermarkt.technology/portrait/small/167850-1597927069.jpg?lm=1,Memphis Depay,Centre-Forward,27,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/1041.png?lm=1581024966,Olympique Lyon,€45.00m
114,https://img.a.transfermarkt.technology/portrait/small/145988-1617958742.jpg?lm=1,Wilfried Zaha,Left Winger,28,https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569,Cote d'Ivoire,https://tmssl.akamaized.net/images/wappen/verysmall/873.png?lm=1457723287,Crystal Palace,€45.00m
115,https://img.a.transfermarkt.technology/portrait/small/105521-1594715918.jpg?lm=1,Ciro Immobile,Centre-Forward,31,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,SS Lazio,€45.00m
116,https://img.a.transfermarkt.technology/portrait/small/102017-1599988179.jpg?lm=1,Jorginho,Defensive Midfield,29,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€45.00m
117,https://img.a.transfermarkt.technology/portrait/small/51471-1410339990.jpg?lm=1,Mateo Kovacic,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569,Croatia,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€45.00m
118,https://img.a.transfermarkt.technology/portrait/small/350219-1545230107.jpg?lm=1,Fabián Ruiz,Central Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,SSC Napoli,€44.00m
119,https://img.a.transfermarkt.technology/portrait/small/198008-1599988802.jpg?lm=1,André Silva,Centre-Forward,25,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/24.png?lm=1403806187,Eintracht Frankfurt,€42.00m
120,https://img.a.transfermarkt.technology/portrait/small/171424-1461578220.jpg?lm=1,Riyad Mahrez,Right Winger,30,https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569,Algeria,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€42.00m
121,https://img.a.transfermarkt.technology/portrait/small/106987-1613997164.jpg?lm=1,Marcel Sabitzer,Central Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569,Austria,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€42.00m
122,https://img.a.transfermarkt.technology/portrait/small/564545-1615892859.jpg?lm=1,Edmond Tapsoba,Centre-Back,22,https://tmssl.akamaized.net/images/flagge/verysmall/29.png?lm=1520611569,Burkina Faso,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,Bayer 04 Leverkusen,€40.00m
123,https://img.a.transfermarkt.technology/portrait/small/477758-1617030255.jpg?lm=1,Aaron Wan-Bissaka,Right-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€40.00m
124,https://img.a.transfermarkt.technology/portrait/small/472423-1569484519.png?lm=1,Reece James,Right-Back,21,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€40.00m
125,https://img.a.transfermarkt.technology/portrait/small/371998-1512664721.jpg?lm=1,Vinícius Júnior,Left Winger,20,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,Real Madrid,€40.00m
126,https://img.a.transfermarkt.technology/portrait/small/354362-1596001806.jpg?lm=1,Rodrigo Bentancur,Central Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569,Uruguay,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1594291454,Juventus FC,€40.00m
127,https://img.a.transfermarkt.technology/portrait/small/351816-1594276829.jpg?lm=1,Ismaël Bennacer,Defensive Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/4.png?lm=1520611569,Algeria,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,AC Milan,€40.00m
128,https://img.a.transfermarkt.technology/portrait/small/344381-1613997042.jpg?lm=1,Christopher Nkunku,Attacking Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€40.00m
129,https://img.a.transfermarkt.technology/portrait/small/340950-1601026998.jpg?lm=1,Diogo Jota,Left Winger,24,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€40.00m
130,https://img.a.transfermarkt.technology/portrait/small/338424-1471508815.jpg?lm=1,Mikel Merino,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,Real Sociedad,€40.00m
131,https://img.a.transfermarkt.technology/portrait/small/331726-1568646418.png?lm=1,Tammy Abraham,Centre-Forward,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€40.00m
132,https://img.a.transfermarkt.technology/portrait/small/320141-1502270877.jpg?lm=1,Caglar Söyüncü,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569,Turkey,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,Leicester City,€40.00m
133,https://img.a.transfermarkt.technology/portrait/small/316264-1510232173.jpg?lm=1,Martin Ødegaard,Attacking Midfield,22,https://tmssl.akamaized.net/images/flagge/verysmall/125.png?lm=1520611569,Norway,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€40.00m
134,https://img.a.transfermarkt.technology/portrait/small/283628-1515765413.jpg?lm=1,Tomas Soucek,Defensive Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/172.png?lm=1520611569,Czech Republic,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,West Ham United,€40.00m
135,https://img.a.transfermarkt.technology/portrait/small/282041-1601924200.jpg?lm=1,Presnel Kimpembe,Centre-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,Paris Saint-Germain,€40.00m
136,https://img.a.transfermarkt.technology/portrait/small/266807-1447152515.jpg?lm=1,Ángel Correa,Centre-Forward,26,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,Atlético Madrid,€40.00m
137,https://img.a.transfermarkt.technology/portrait/small/217111-1497885283.jpg?lm=1,Hakim Ziyech,Right Winger,28,https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569,Morocco,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€40.00m
138,https://img.a.transfermarkt.technology/portrait/small/189441-1614951740.jpg?lm=1,Lucas Ocampos,Left Winger,26,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/368.png?lm=1408655455,Sevilla FC,€40.00m
139,https://img.a.transfermarkt.technology/portrait/small/177907-1520608280.jpg?lm=1,Harry Maguire,Centre-Back,28,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€40.00m
140,https://img.a.transfermarkt.technology/portrait/small/167727-1596180996.jpg?lm=1,Andrea Belotti,Centre-Forward,27,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/416.png?lm=1438548174,Torino FC,€40.00m
141,https://img.a.transfermarkt.technology/portrait/small/156617-1549632084.jpg?lm=1,Marcelo Brozovic,Defensive Midfield,28,https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569,Croatia,https://tmssl.akamaized.net/images/wappen/verysmall/46.png?lm=1618900989,Inter Milan,€40.00m
142,https://img.a.transfermarkt.technology/portrait/small/146854-1614089939.jpg?lm=1,Wissam Ben Yedder,Centre-Forward,30,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1463176069,AS Monaco,€40.00m
143,https://img.a.transfermarkt.technology/portrait/small/138927-1619701459.jpg?lm=1,Daniel Carvajal,Right-Back,29,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,Real Madrid,€40.00m
144,https://img.a.transfermarkt.technology/portrait/small/80444-1570373072.jpg?lm=1,Philippe Coutinho,Attacking Midfield,28,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,FC Barcelona,€40.00m
145,https://img.a.transfermarkt.technology/portrait/small/53622-1519915654.jpg?lm=1,Ilkay Gündogan,Central Midfield,30,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€40.00m
146,https://img.a.transfermarkt.technology/portrait/small/50202-1537861483.jpg?lm=1,Eden Hazard,Left Winger,30,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,Real Madrid,€40.00m
147,https://img.a.transfermarkt.technology/portrait/small/504215-1582125211.jpg?lm=1,Giovanni Reyna,Attacking Midfield,18,https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569,United States,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,Borussia Dortmund,€38.00m
148,https://img.a.transfermarkt.technology/portrait/small/395516-1615896606.jpg?lm=1,Moussa Diaby,Left Winger,21,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,Bayer 04 Leverkusen,€38.00m
149,https://img.a.transfermarkt.technology/portrait/small/343052-1539166309.jpg?lm=1,Nicolas Pépé,Right Winger,25,https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569,Cote d'Ivoire,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€38.00m
150,https://img.a.transfermarkt.technology/portrait/small/302215-1503302375.jpg?lm=1,Naby Keïta,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/59.png?lm=1520611569,Guinea,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€38.00m
151,https://img.a.transfermarkt.technology/portrait/small/293385-1617113178.jpg?lm=1,Dani Olmo,Attacking Midfield,22,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€38.00m
152,https://img.a.transfermarkt.technology/portrait/small/278332-1533288929.jpg?lm=1,Florian Neuhaus,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,Borussia Mönchengladbach,€38.00m
153,https://img.a.transfermarkt.technology/portrait/small/255901-1541160955.jpg?lm=1,Rodrigo de Paul,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/410.png?lm=1437136398,Udinese Calcio,€38.00m
154,https://img.a.transfermarkt.technology/portrait/small/73794-1570005057.png?lm=1,Duván Zapata,Centre-Forward,30,https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569,Colombia,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,Atalanta BC,€38.00m
155,https://img.a.transfermarkt.technology/portrait/small/394327-1604256413.jpg?lm=1,Boubacar Kamara,Defensive Midfield,21,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/244.png?lm=1485642163,Olympique Marseille,€37.00m
156,https://img.a.transfermarkt.technology/portrait/small/286297-1596002391.jpg?lm=1,Lorenzo Pellegrini,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,AS Roma,€37.00m
157,https://img.a.transfermarkt.technology/portrait/small/166601-1540568252.jpg?lm=1,Niklas Süle,Centre-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,Bayern Munich,€37.00m
158,https://img.a.transfermarkt.technology/portrait/small/581678-1603353524.jpg?lm=1,Jude Bellingham,Central Midfield,17,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,Borussia Dortmund,€35.00m
159,https://img.a.transfermarkt.technology/portrait/small/487465-1607089608.jpg?lm=1,Pedro Neto,Left Winger,21,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,Wolverhampton Wanderers,€35.00m
160,https://img.a.transfermarkt.technology/portrait/small/447661-1501084148.jpg?lm=1,Douglas Luiz,Defensive Midfield,22,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,Aston Villa,€35.00m
161,https://img.a.transfermarkt.technology/portrait/small/398065-1543494289.jpg?lm=1,Harvey Barnes,Left Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,Leicester City,€35.00m
162,https://img.a.transfermarkt.technology/portrait/small/392768-1546589840.jpg?lm=1,Callum Hudson-Odoi,Left Winger,20,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€35.00m
163,https://img.a.transfermarkt.technology/portrait/small/387626-1615896919.jpg?lm=1,Leon Bailey,Right Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/76.png?lm=1520611569,Jamaica,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,Bayer 04 Leverkusen,€35.00m
164,https://img.a.transfermarkt.technology/portrait/small/372246-1491813314.jpg?lm=1,Carlos Soler,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/1049.png?lm=1406966320,Valencia CF,€35.00m
165,https://img.a.transfermarkt.technology/portrait/small/364135-1545231665.jpg?lm=1,Moise Kean,Centre-Forward,21,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,Paris Saint-Germain,€35.00m
166,https://img.a.transfermarkt.technology/portrait/small/357119-1532352081.jpg?lm=1,Ibrahima Konaté,Centre-Back,21,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€35.00m
167,https://img.a.transfermarkt.technology/portrait/small/353366-1570372796.jpg?lm=1,Benjamin Pavard,Right-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,Bayern Munich,€35.00m
168,https://img.a.transfermarkt.technology/portrait/small/341429-1464272554.jpg?lm=1,Davinson Sánchez,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569,Colombia,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€35.00m
169,https://img.a.transfermarkt.technology/portrait/small/318528-1573200356.jpg?lm=1,Marcus Thuram,Left Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,Borussia Mönchengladbach,€35.00m
170,https://img.a.transfermarkt.technology/portrait/small/296622-1447228327.jpg?lm=1,Marco Asensio,Right Winger,25,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,Real Madrid,€35.00m
171,https://img.a.transfermarkt.technology/portrait/small/288255-1513154971.jpg?lm=1,Donny van de Beek,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€35.00m
172,https://img.a.transfermarkt.technology/portrait/small/281769-1548843156.jpg?lm=1,Mario Hermoso,Centre-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,Atlético Madrid,€35.00m
173,https://img.a.transfermarkt.technology/portrait/small/277179-1616422961.jpg?lm=1,Angeliño,Left-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€35.00m
174,https://img.a.transfermarkt.technology/portrait/small/273132-1616511080.jpg?lm=1,Robin Gosens,Left-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,Atalanta BC,€35.00m
175,https://img.a.transfermarkt.technology/portrait/small/265088-1594639764.jpg?lm=1,Manuel Locatelli,Defensive Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/6574.png?lm=1601389908,US Sassuolo,€35.00m
176,https://img.a.transfermarkt.technology/portrait/small/256178-1595946530.jpg?lm=1,Joe Gomez,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€35.00m
177,https://img.a.transfermarkt.technology/portrait/small/221322-1605193468.jpg?lm=1,José Gayà,Left-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/1049.png?lm=1406966320,Valencia CF,€35.00m
178,https://img.a.transfermarkt.technology/portrait/small/206040-1474546604.jpg?lm=1,Raúl Jiménez,Centre-Forward,29,https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569,Mexico,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,Wolverhampton Wanderers,€35.00m
179,https://img.a.transfermarkt.technology/portrait/small/204103-1570000875.jpg?lm=1,Adama Traoré,Right Winger,25,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,Wolverhampton Wanderers,€35.00m
180,https://img.a.transfermarkt.technology/portrait/small/177476-1483877894.jpg?lm=1,Nathan Aké,Centre-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€35.00m
181,https://img.a.transfermarkt.technology/portrait/small/177467-1601538911.jpg?lm=1,Gerard Moreno,Centre-Forward,29,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/1050.png?lm=1408655310,Villarreal CF,€35.00m
182,https://img.a.transfermarkt.technology/portrait/small/170986-1534235943.jpg?lm=1,Raphaël Guerreiro,Left-Back,27,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,Borussia Dortmund,€35.00m
183,https://img.a.transfermarkt.technology/portrait/small/167799-1594916991.jpg?lm=1,Pierre-Emile Höjbjerg,Central Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569,Denmark,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€35.00m
184,https://img.a.transfermarkt.technology/portrait/small/164771-1524562189.jpg?lm=1,Jordan Veretout,Central Midfield,28,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,AS Roma,€35.00m
185,https://img.a.transfermarkt.technology/portrait/small/140776-1447152507.jpg?lm=1,Yannick Carrasco,Left Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,Atlético Madrid,€35.00m
186,https://img.a.transfermarkt.technology/portrait/small/126664-1454084052.jpg?lm=1,Lucas Digne,Left-Back,27,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€35.00m
187,https://img.a.transfermarkt.technology/portrait/small/126414-1596107830.jpg?lm=1,Hakan Calhanoglu,Attacking Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569,Turkey,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,AC Milan,€35.00m
188,https://img.a.transfermarkt.technology/portrait/small/124502-1533288586.jpg?lm=1,Matthias Ginter,Centre-Back,27,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,Borussia Mönchengladbach,€35.00m
189,https://img.a.transfermarkt.technology/portrait/small/95424-1583400627.jpg?lm=1,Kyle Walker,Right-Back,30,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€35.00m
190,https://img.a.transfermarkt.technology/portrait/small/93720-1594110895.jpg?lm=1,Alexandre Lacazette,Centre-Forward,29,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€35.00m
191,https://img.a.transfermarkt.technology/portrait/small/69633-1518794659.jpg?lm=1,Christian Eriksen,Attacking Midfield,29,https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569,Denmark,https://tmssl.akamaized.net/images/wappen/verysmall/46.png?lm=1618900989,Inter Milan,€35.00m
192,https://img.a.transfermarkt.technology/portrait/small/60444-1540568423.jpg?lm=1,Thiago,Central Midfield,30,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€35.00m
193,https://img.a.transfermarkt.technology/portrait/small/58864-1545407105.jpg?lm=1,Pierre-Emerick Aubameyang,Centre-Forward,31,https://tmssl.akamaized.net/images/flagge/verysmall/51.png?lm=1520611569,Gabon,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€35.00m
194,https://img.a.transfermarkt.technology/portrait/small/58358-1540568657.jpg?lm=1,Thomas Müller,Second Striker,31,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,Bayern Munich,€35.00m
195,https://img.a.transfermarkt.technology/portrait/small/49499-1469085417.jpg?lm=1,Georginio Wijnaldum,Central Midfield,30,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€35.00m
196,https://img.a.transfermarkt.technology/portrait/small/44058-1595847517.jpg?lm=1,Wojciech Szczesny,Goalkeeper,31,https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569,Poland,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1594291454,Juventus FC,€35.00m
197,https://img.a.transfermarkt.technology/portrait/small/397033-1616775399.jpg?lm=1,Sandro Tonali,Defensive Midfield,20,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,AC Milan,€32.00m
198,https://img.a.transfermarkt.technology/portrait/small/334526-1533289540.jpg?lm=1,Denis Zakaria,Defensive Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569,Switzerland,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,Borussia Mönchengladbach,€32.00m
199,https://img.a.transfermarkt.technology/portrait/small/324358-1538466436.jpg?lm=1,Ollie Watkins,Centre-Forward,25,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,Aston Villa,€32.00m
200,https://img.a.transfermarkt.technology/portrait/small/231572-1474546433.jpg?lm=1,Nélson Semedo,Right-Back,27,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,Wolverhampton Wanderers,€32.00m
201,https://img.a.transfermarkt.technology/portrait/small/215599-1532352073.jpg?lm=1,Lukas Klostermann,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€32.00m
